Code.INSEE,Code.postal,Libellé.géographique,Dep,occurrence,total.Club.sportif,Population,TauxBac,Salaire,TauxChomage,TauxOuvrier,StatutCommune
30356,30230,Rodilhan,30,1,8,2552,40.1838831801,19281,13.6736554239,19.872379216,B
31147,31210,Clarac,31,1,5,566,35.4401805869,19491,8.97435897436,16.6666666667,R
31161,31450,Deyme,31,2,2,873,61.1475409836,26050,5.40540540541,12.474012474,B
31169,31750,Escalquens,31,1,14,2562,54.2676501581,24955,7.52324598478,13.6094674556,B
31184,31130,Flourens,31,1,7,1807,59.4847775176,25585,6.57596371882,13.6054421769,R
31187,31470,Fonsorbes,31,1,31,4854,56.7168767292,21419,8.12826249068,19.202087994,C
31220,31560,Gibel,31,1,1,294,50.6912442396,18269,7.28476821192,9.93377483444,R
31231,31190,Grazac,31,1,1,502,39.2370572207,18284,11.8577075099,15.8102766798,R
31417,31820,Pibrac,31,1,25,2418,57.268981754,25949,7.06349206349,14.0476190476,B
31424,31830,Plaisance-du-Touch,31,1,42,2296,58.1547619048,26101,7.8125,11.62109375,B
31433,31120,Portet-sur-Garonne,31,2,34,2193,52.3777173913,19905,11.5490375802,17.1402383135,B
31446,31520,Ramonville-Saint-Agne,31,1,38,1636,49.3923611111,19391,10.740203193,14.8040638607,B
31487,31800,Saint-Ignan,31,1,1,277,28.4263959391,19860,0.847457627119,26.2711864407,R
31505,31220,Saint-Michel,31,1,1,323,37.4485596708,17908,13.1944444444,20.1388888889,R
31506,31650,Saint-Orens-de-Gameville,31,1,41,1318,40.0565504241,21449,4.31654676259,16.0071942446,B
31515,31620,Saint-Rustice,31,1,1,439,44.2367601246,21165,5.99078341014,16.5898617512,B
31555,31000,Toulouse,31,2,863,2730,69,20924,9.15795943454,11.6164720344,C
31555,31200,Toulouse,31,5,863,2730,69,20924,9.15795943454,11.6164720344,C
31555,31500,Toulouse,31,5,863,2730,69,20924,9.15795943454,11.6164720344,C
31555,31400,Toulouse,31,4,863,2730,69,20924,9.15795943454,11.6164720344,C
31555,31100,Toulouse,31,2,863,2730,69,20924,9.15795943454,11.6164720344,C
31557,31170,Tournefeuille,31,2,42,2109,55.0568900126,21060,8.3820662768,13.0604288499,B
31588,31270,Villeneuve-Tolosane,31,1,17,2520,47.7537437604,21602,6.03588907015,14.5187601958,B
32013,32000,Auch,32,1,91,1822,41.9720186542,16598,12.6060606061,18.9090909091,C
32125,32370,Espas,32,1,1,115,38.7755102041,13923,4.44444444444,17.7777777778,R
32133,32250,Fourcès,32,1,1,285,27.9527559055,14828,8.33333333333,30.5555555556,R
32262,32600,Monbrun,32,2,1,330,52.1929824561,22749,5.91715976331,19.5266272189,R
32328,32480,Pouy-Roquelaure,32,1,NA,141,64.1666666667,16498,1.5873015873,31.746031746,R
33009,33120,Arcachon,33,2,29,1998,58.0428134557,25932,14.0649149923,11.1282843895,B
33011,33740,Arès,33,1,16,5548,36.0879120879,20444,13.0291627469,16.2746942615,I
33050,33210,Bieujac,33,1,1,494,28.7323943662,16098,12.962962963,27.7777777778,R
33056,33290,Blanquefort,33,1,41,2299,43.4974747475,22063,6.28318584071,18.8495575221,B
33063,33100,Bordeaux,33,2,479,4121,26.8790849673,6898,30.7786633967,43.7155119559,C
33063,33800,Bordeaux,33,2,479,4121,26.8790849673,6898,30.7786633967,43.7155119559,C
33063,33000,Bordeaux,33,6,479,4121,26.8790849673,6898,30.7786633967,43.7155119559,C
33063,33300,Bordeaux,33,5,479,4121,26.8790849673,6898,30.7786633967,43.7155119559,C
33063,33200,Bordeaux,33,7,479,4121,26.8790849673,6898,30.7786633967,43.7155119559,C
33069,33110,Le Bouscat,33,4,43,3100,54.4130626655,19878,9.28217821782,16.3366336634,B
33075,33520,Bruges,33,1,20,2649,49.8560736903,19415,6.84745762712,19.186440678,B
33090,33610,Canéjan,33,3,13,2513,55.5174385363,22970,9.79228486647,13.056379822,B
33128,33340,Civrac-en-Médoc,33,1,2,568,29.5454545455,16670,9.75609756098,34.9593495935,R
33145,33670,Cursan,33,1,2,474,38.8405797101,21590,6.66666666667,16.6666666667,R
33147,33420,Daignac,33,1,1,484,27.7456647399,16948,8.14479638009,25.7918552036,R
33162,33320,Eysines,33,3,31,3247,51.660988075,22773,3.85369039843,12.0836054866,B
33229,33138,Lanton,33,1,13,6162,39.768019884,19976,11.9543845851,16.0440424695,B
33281,33700,Mérignac,33,1,148,2452,53.9537385691,23180,8.51063829787,10.7234042553,B
33318,33600,Pessac,33,2,134,2673,55.1083591331,18831,16.3755458515,18.0494905386,B
33376,33160,Saint-Aubin-de-Médoc,33,3,12,5989,61.9898575223,27474,7.17314487633,9.5406360424,B
33392,33410,Sainte-Croix-du-Mont,33,1,2,884,39.7174254317,15023,8.59950859951,28.0098280098,R
33411,33490,Saint-Germain-de-Grave,33,1,5,146,23.3644859813,16219,3.0303030303,12.1212121212,R
33522,33400,Talence,33,9,82,2326,51.2974051896,18215,13.0472854641,18.476357268,B
33527,33470,Le Teich,33,2,16,6485,38.6199575372,19357,11.1578266494,20.6338939198,B
33529,33260,La Teste-de-Buch,33,1,76,2034,38.0553766903,20620,6.04395604396,23.6263736264,C
33540,33930,Vendays-Montalivet,33,1,15,2288,31.0289389068,15670,19.9324324324,23.1981981982,R
34003,34300,Agde,34,2,61,4362,37.2881355932,15700,18.5578535495,20.3465623253,I
34032,34500,Béziers,34,2,127,3868,37.3989455185,12417,20.4249485949,30.6374228924,C
34057,34170,Castelnau-le-Lez,34,1,32,3304,60.2040816327,20379,11.7218543046,10.6622516556,B
34058,34160,Castries,34,1,7,276,49.7512437811,20967,12.4031007752,9.3023255814,I
34088,34660,Cournonterral,34,1,16,2987,43.0248943166,18738,10.0642398287,17.8443968594,C
34108,34110,Frontignan,34,2,45,3306,25.4071661238,15849,14.2741935484,26.2903225806,C
34120,34830,Jacou,34,2,21,2109,53.1187122736,20596,9.28961748634,11.2932604736,B
34126,34240,Lamalou-les-Bains,34,1,9,2328,31.0239429445,17159,11.2113402062,26.9329896907,B
34129,34970,Lattes,34,1,47,1738,51.0037174721,22718,9.09090909091,8.67768595041,B
34143,34140,Loupian,34,1,10,2089,38.6105544422,16472,14.2564102564,21.3333333333,R
34172,34080,Montpellier,34,2,473,2694,14.4248326233,5189,39.5266272189,46.6272189349,C
34172,34070,Montpellier,34,5,473,2694,14.4248326233,5189,39.5266272189,46.6272189349,C
34172,34000,Montpellier,34,2,473,2694,14.4248326233,5189,39.5266272189,46.6272189349,C
34172,34090,Montpellier,34,3,473,2694,14.4248326233,5189,39.5266272189,46.6272189349,C
34176,34130,Mudaison,34,4,5,2500,45.6364647026,19870,7.63779527559,18.8976377953,I
34198,34470,Pérols,34,1,20,3144,51.7924926191,21871,11.654676259,8.63309352518,B
34247,34980,Saint-Clément-de-Rivière,34,1,14,2535,70.5776173285,31709,8.94396551724,4.31034482759,B
34259,34680,Saint-Georges-d'Orques,34,1,17,2912,55.8562992126,21168,12.4723247232,18.5977859779,I
34295,34570,Saussan,34,1,5,1492,48.9065606362,21212,8.52272727273,12.6420454545,B
34301,34200,Sète,34,2,107,1823,34.2493297587,12100,28.0979827089,24.2074927954,C
35047,35170,Bruz,35,1,45,2357,45.8208057727,21231,7.55441741357,11.1395646607,B
35120,35850,Gévezé,35,1,11,3945,48.1261595547,20399,5.69773056494,27.0400772574,I
35128,35440,Guipel,35,1,5,1538,35.6943150047,16359,7.88770053476,29.5454545455,R
35143,35360,Landujan,35,1,4,930,35.8161648177,16475,2.79569892473,36.3440860215,R
35149,35580,Lassy,35,3,2,1381,50.054884742,20066,5.79096045198,27.6836158192,R
35189,35760,Montgermont,35,2,12,3039,52.460538533,22874,7.50167448091,13.3958472873,B
35193,35520,Montreuil-le-Gast,35,1,5,1915,43.9873417722,20910,6.11439842209,23.4714003945,R
35210,35740,Pacé,35,2,23,1762,59.674796748,23686,5.45905707196,7.5682382134,B
35228,35730,Pleurtuit,35,1,16,5607,36.6978922717,17589,7.94912559618,17.7662957075,C
35238,35700,Rennes,35,1,414,2055,46.2551440329,19303,8.33333333333,20.5284552846,C
35238,35000,Rennes,35,13,414,2055,46.2551440329,19303,8.33333333333,20.5284552846,C
35238,35200,Rennes,35,4,414,2055,46.2551440329,19303,8.33333333333,20.5284552846,C
35241,35780,La Richardais,35,2,4,2367,43.3769187038,20261,8.83190883191,21.6524216524,B
35251,35250,Saint-Aubin-d'Aubigné,35,1,11,3279,37.7501111605,18552,5.90428837787,26.9111249223,I
35288,35400,Saint-Malo,35,5,92,1743,53.7931034483,25637,11.5501519757,12.462006079,I
35331,35160,Talensac,35,2,7,2331,44.3548387097,19027,5.97779675491,25.7899231426,R
35358,35430,La Ville-ès-Nonais,35,1,3,1033,42.3822714681,20007,5.96421471173,22.4652087475,R
36044,36000,Châteauroux,36,1,155,2111,31.233933162,16896,11.0337972167,24.7514910537,C
36047,36170,La Châtre-Langlin,36,1,1,568,20.867768595,14208,4.6875,26.5625,R
37032,37240,Bournan,37,1,1,260,35.0785340314,16740,6.08695652174,17.3913043478,R
37105,37120,Faye-la-Vineuse,37,1,2,304,27.9661016949,12790,8.20895522388,15.671641791,R
37118,37420,Huismes,37,1,4,1537,38.1735159817,18227,7.60401721664,31.9942611191,R
37128,37130,Lignières-de-Touraine,37,1,2,1094,30.1818181818,16510,6.35838150289,39.4990366089,R
37155,37110,Monthodon,37,1,3,630,31.718061674,17481,5.9748427673,32.7044025157,R
37182,37230,Pernay,37,1,7,1016,36.4161849711,19206,5.88235294118,20.4933586338,R
37183,37600,Perrusson,37,2,5,1532,25.4658385093,17401,5.89060308555,25.6661991585,B
37214,37540,Saint-Cyr-sur-Loire,37,3,34,362,29.6551724138,22484,1.83486238532,11.0091743119,B
37219,37510,Saint-Genouph,37,1,3,1024,35.5191256831,19427,6.92883895131,21.5355805243,B
37261,37100,Tours,37,2,282,2317,46.2276214834,14216,13.5050741608,19.5160031226,C
37261,37000,Tours,37,9,282,2317,46.2276214834,14216,13.5050741608,19.5160031226,C
37267,37270,Véretz,37,1,12,4095,48.4957020057,21460,4.73231357553,19.120458891,I
37273,37700,La Ville-aux-Dames,37,1,12,4889,33.5982460948,19477,7.54127621597,23.8732708612,B
38014,38510,NA,NA,1,3,NA,NA,NA,NA,NA,NA
38095,38160,Chatte,38,1,10,2431,34.2779291553,18313,9.40959409594,23.3394833948,B
38110,38200,Chuzelles,38,1,4,2055,47.7380148548,23515,6.9970845481,16.3265306122,R
38133,38500,Coublevie,38,1,13,4210,59.1767881242,25141,5.77249575552,10.6395019808,B
38151,38130,Échirolles,38,1,75,3336,33.5924713584,12709,17.0765987351,31.8341531975,B
38169,38600,Fontaine,38,1,53,2201,40.1925391095,19722,8.13725490196,22.9411764706,B
38185,38100,Grenoble,38,3,293,1856,57.530647986,12985,9.23603192702,7.8677309008,C
38185,38000,Grenoble,38,6,293,1856,57.530647986,12985,9.23603192702,7.8677309008,C
38212,38220,Livet-et-Gavet,38,2,1,1266,24.1417497231,16057,14.2599277978,40.9747292419,R
38224,38350,Mayres-Savel,38,1,NA,100,35.7142857143,17774,7.8431372549,23.5294117647,R
38229,38240,Meylan,38,4,37,252,40,21001,7.31707317073,12.1951219512,B
38265,38770,La Motte-d'Aveillans,38,1,6,1810,37.0895522388,18145,10.5263157895,32.9253365973,R
38334,38420,Revel,38,1,4,1348,67.8135405105,25191,6.79190751445,11.8497109827,R
38397,38330,Saint-Ismier,38,1,16,4065,69.5278969957,32745,4.16904625928,6.05368360937,B
38420,38480,Saint-Martin-de-Vaulserre,38,1,8,245,45.5555555556,21248,6.92307692308,33.8461538462,B
38421,38400,Saint-Martin-d'Hères,38,2,68,3320,30.0373909431,15458,17.6543980037,27.3237679351,B
38423,38950,Saint-Martin-le-Vinoux,38,1,10,1995,55.8029689609,18942,6.03351955307,14.3016759777,B
38485,38170,Seyssinet-Pariset,38,2,31,1522,63.6274509804,20595,8.05031446541,15.8490566038,B
38486,38180,Seyssins,38,1,24,2056,56.5729234794,24789,6.68080593849,11.9830328738,B
38498,38300,Succieu,38,1,2,695,47.9253112033,20563,5.58510638298,26.0638297872,R
38540,38113,Veurey-Voroize,38,1,8,1386,50.6721820062,23030,6.6265060241,17.0180722892,B
38553,38090,Villefontaine,38,1,37,1947,33.4420880914,12716,23.9130434783,42.7536231884,C
38565,38340,Voreppe,38,1,33,2702,49.1467576792,21852,5,18.253968254,B
39073,39800,Brainans,39,1,NA,172,35.3383458647,16101,9.21052631579,47.3684210526,R
39190,39700,Dampierre,39,1,3,1209,37.2148859544,18495,8.00711743772,32.7402135231,C
39300,39000,Lons-le-Saunier,39,1,83,2619,33.9604438013,16604,12.9345189976,22.9587712207,C
39558,39570,Vevy,39,2,1,243,38.4615384615,18300,5.12820512821,40.1709401709,R
40037,40280,Benquet,40,2,7,1471,45.5719557196,20649,8.08080808081,18.4704184704,R
40065,40130,Capbreton,40,1,40,2774,55.3976010662,19534,15.2191894127,20.5955334988,C
40088,40100,Dax,40,1,73,3270,43.3245581046,16516,20.3691496374,24.5880026368,C
40209,40440,Ondres,40,1,12,4479,40.9157188685,21193,8.0878915381,21.7391304348,I
40264,40230,Saint-Jean-de-Marsacq,40,1,8,1311,36.7974549311,17811,10.5090311987,29.0640394089,R
40266,40170,Saint-Julien-en-Born,40,1,10,1450,30.8149405772,16566,11.9047619048,38.0952380952,R
40320,40090,Uchacq-et-Parentis,40,1,3,579,45.9770114943,21811,6.4406779661,16.6101694915,R
41003,41100,Areines,41,1,2,597,34.6341463415,20971,9.79020979021,20.6293706294,B
41109,41190,Landes-le-Gaulois,41,1,2,684,39.5491803279,20061,7.42857142857,24.8571428571,R
41141,41160,Moisy,41,1,1,309,28.0701754386,17568,9.03225806452,27.0967741935,R
41222,41320,Saint-Loup,41,1,NA,349,27.1698113208,16847,12.3529411765,28.2352941176,R
41288,41000,Villerbon,41,2,3,768,33.1597222222,21395,5.63725490196,33.3333333333,R
42069,42120,Commelle-Vernay,42,1,7,2805,38.3222116301,20058,5.82601755786,23.0646448524,B
42095,42700,Firminy,42,1,74,1824,29.746835443,17269,7.61670761671,32.6781326781,B
42147,42600,Montbrison,42,2,46,3107,29.6103896104,18622,10.1997146933,31.5263908702,C
42218,42000,Saint-Étienne,42,3,430,2028,35.3374233129,18301,12.1140142518,22.9216152019,C
42218,42100,Saint-Étienne,42,1,430,2028,35.3374233129,18301,12.1140142518,22.9216152019,C
42259,42800,Saint-Martin-la-Plaine,42,1,5,3667,45.6714120816,20502,8.2281952825,19.5282501371,B
42285,42610,Saint-Romain-le-Puy,42,1,19,3536,30.4193037975,17823,6.35110844817,30.3175554224,C
42330,42390,Villars,42,1,35,1847,54.3135783946,19818,6.22448979592,15.306122449,B
43039,43370,Le Brignon,43,1,3,590,25.1748251748,12606,8.06451612903,19.7580645161,R
43110,43100,Lamothe,43,1,3,831,37.9130434783,16599,6.03015075377,36.1809045226,R
43249,43210,Valprivas,43,2,4,496,33.2432432432,16814,4.16666666667,33.7962962963,R
44006,44410,Assérac,44,2,6,1773,36.1520558573,16366,9.4944512947,32.6757090012,R
44020,44340,Bouguenais,44,1,47,2594,38.2126348228,18218,9.97547015536,26.2469337694,B
44026,44470,Carquefou,44,1,40,2923,53.2961460446,23425,6.03566529492,13.1001371742,B
44035,44240,La Chapelle-sur-Erdre,44,2,43,1026,47.4412171508,22177,6.65362035225,20.7436399217,B
44037,44690,Château-Thébaud,44,1,8,2831,47.8845196615,20561,7.60483297797,20.184790334,R
44055,44500,La Baule-Escoublac,44,2,55,1906,43.3133732535,18495,10.0267379679,11.2299465241,B
44109,44000,Nantes,44,3,572,3610,52.5968992248,19806,9.24422236102,11.6177389132,C
44109,44200,Nantes,44,1,572,3610,52.5968992248,19806,9.24422236102,11.6177389132,C
44109,44300,Nantes,44,4,572,3610,52.5968992248,19806,9.24422236102,11.6177389132,C
44109,44100,Nantes,44,3,572,3610,52.5968992248,19806,9.24422236102,11.6177389132,C
44114,44700,Orvault,44,3,47,869,53.3523537803,18255,9.80861244019,12.6794258373,B
44140,44330,La Regrippière,44,1,1,1528,35.3682170543,16715,5.18331226296,33.1226295828,R
44147,44370,NA,NA,1,1,NA,NA,NA,NA,NA,NA
44151,44117,Saint-André-des-Eaux,44,2,17,5282,49.1474147415,20635,6.78170144462,23.9165329053,B
44182,44730,Saint-Michel-Chef-Chef,44,1,13,4404,33.6633663366,18927,7.05394190871,27.5933609959,B
44183,44350,Saint-Molf,44,1,7,2250,37.8678875082,17568,7.69911504425,27.4336283186,R
44184,44600,Saint-Nazaire,44,6,146,2652,38.4655261794,18841,12.6859827721,28.4259984338,C
44190,44230,Saint-Sébastien-sur-Loire,44,1,40,2673,49.7484909457,20773,8.29840737636,15.7585917854,B
44211,44420,La Turballe,44,1,18,4515,32.0345115502,18963,10.6515580737,27.7053824363,C
44215,44120,Vertou,44,1,47,388,34.2465753425,19631,2.97619047619,16.6666666667,B
45028,45190,Beaugency,45,1,27,7738,33.5659455687,18164,10.1415775787,27.8532216123,C
45138,45250,Escrignelles,45,1,2,70,44.2307692308,16841,0,10,R
45142,45450,Fay-aux-Loges,45,1,14,3339,39.5339159384,20597,6.32362058276,27.0303781773,C
45190,45330,NA,NA,1,1,NA,NA,NA,NA,NA,R
45194,45430,Mardié,45,1,6,2576,44.1000543774,22517,7.8967350038,19.6659073652,B
45234,45000,Orléans,45,5,219,4036,52.5702535984,20391,8.34080717489,18.7892376682,C
45274,45560,Saint-Denis-en-Val,45,2,25,2156,47.6577139288,23673,5.61330561331,13.3056133056,B
45284,45800,Saint-Jean-de-Braye,45,1,59,90,48.5294117647,19559,5.08474576271,20.3389830508,B
45298,45750,Saint-Pryvé-Saint-Mesmin,45,1,16,2254,49.970845481,22696,5.63654033042,17.8814382896,B
45302,45770,Saran,45,1,34,2569,36.9147659064,15824,13.4037367994,32.4126726239,B
45309,45240,Sennely,45,1,1,630,36.4406779661,18910,8.25688073395,28.74617737,R
45333,45760,Vennecy,45,1,6,1394,45.1612903226,24248,3.26086956522,20.3804347826,R
46021,46100,Béduer,46,2,3,730,37.9679144385,18161,6.03448275862,14.0804597701,R
46042,46000,Cahors,46,1,78,1867,42.1404682274,18776,10.7183580388,22.0068415051,C
46115,46400,Frayssinhes,46,1,NA,197,33.5616438356,12701,7.52688172043,25.8064516129,R
46128,46500,Gramat,46,1,21,3473,34.6624693949,17680,5.82800284293,24.6624022743,I
47001,47000,Agen,47,1,92,2383,48.794167134,16247,17.9707652623,26.8271711092,C
47006,47110,Allez-et-Cazeneuve,47,1,1,670,31.0699588477,17545,9.73154362416,17.4496644295,B
47032,47240,Bon-Encontre,47,1,16,3120,41.1637931034,19849,7.92291220557,19.9857244825,B
47050,47340,Cassignas,47,1,1,129,39.4230769231,19450,5.35714285714,16.0714285714,R
47100,47510,Foulayronnes,47,1,14,4968,46.9655549481,21838,6.77966101695,17.8813559322,B
47283,47500,Saint-Vite,47,2,5,1208,21.8715995647,13383,22,36.2222222222,B
47323,47300,Villeneuve-sur-Lot,47,1,59,1859,23.3638282899,14365,22.7272727273,28.743315508,C
48187,48100,Les Salces,48,1,NA,94,25.641025641,16937,2.5641025641,10.2564102564,R
49007,49100,Angers,49,2,278,3855,64.8910411622,19647,12.7962085308,13.1279620853,C
49015,49240,Avrillé,49,2,28,2542,50.2693965517,20937,9.68229954614,17.1709531014,B
49035,49080,Bouchemaine,49,1,11,927,40.2985074627,23396,4.62724935733,15.9383033419,B
49082,49290,Chaudefonds-sur-Layon,49,1,2,959,37.4277456647,16853,5.93047034765,34.3558282209,R
49129,49000,Écouflant,49,5,15,3755,32.3508005822,19833,7.02736318408,24.8756218905,B
49136,49500,NA,NA,1,1,NA,NA,NA,NA,NA,NA
49174,49430,Huillé-Lézigné,49,1,2,716,25.5402750491,15991,8.55614973262,31.0160427807,R
49180,49160,Longué-Jumelles,49,1,20,1760,21.3818181818,15344,11.8206521739,43.8858695652,C
49194,49630,Mazé-Milon,49,1,10,4743,37.2436670688,18177,8.27402135231,28.3362989324,I
49267,49124,Saint-Barthélemy-d'Anjou,49,3,26,1589,33.7569499603,18938,12.3417721519,27.8481012658,B
49288,49130,Saint-Jean-de-la-Croix,49,1,1,240,44.6428571429,19803,2.34375,25.78125,R
49339,49460,Soulaire-et-Bourg,49,1,6,1391,41.9047619048,19814,7.32064421669,17.8623718887,R
49353,49800,Trélazé,49,3,30,2920,41.7978669375,18367,7.85234899329,22.1476510067,B
50129,50100,Cherbourg-en-Cotentin,50,2,86,2344,18.5161699429,10998,25.3227408143,38.3316782522,C
50219,50200,Gratot,50,1,1,663,30.7203389831,19063,7.01754385965,26.9005847953,R
50220,50440,NA,NA,1,6,NA,NA,NA,NA,NA,NA
50365,50290,Muneville-sur-Mer,50,1,1,373,21.4545454545,15309,6.66666666667,40,R
50541,50400,Saint-Planchers,50,2,4,1315,37.4745417515,18777,6.96202531646,25.9493670886,R
50639,50800,Villedieu-les-Poêles-Rouffigny,50,1,9,3882,25.0889104429,15757,11.7359413203,34.2298288509,C
51058,51430,Bezannes,51,1,6,1378,58.0357142857,27928,6.20031796502,11.4467408585,R
51108,51000,Châlons-en-Champagne,51,2,103,3013,41.9089147287,14768,16.0213618158,27.8371161549,C
51172,51350,Cormontreuil,51,1,16,2368,46.1582900058,22745,6.60550458716,11.2844036697,B
51203,51400,Cuperly,51,1,1,219,44.0251572327,21125,6.08695652174,17.3913043478,R
51269,51290,Giffaumont-Champaubert,51,1,2,261,31.6513761468,18928,8.62068965517,31.0344827586,R
51454,51100,Reims,51,8,327,1660,23.820754717,14388,22.9480737018,33.5008375209,C
51607,51210,Verdon,51,1,1,177,22.9007633588,18337,3.44827586207,18.3908045977,R
52141,52000,Condes,52,2,4,281,34.2222222222,21269,5.10948905109,15.3284671533,R
52413,52130,Rachecourt-Suzémont,52,1,1,108,35.2112676056,16428,7.54716981132,52.8301886792,R
53130,53000,Laval,53,2,155,3378,38.8248847926,20519,4.90378646803,18.5599006828,C
53138,53200,NA,NA,1,2,NA,NA,NA,NA,NA,B
53144,53440,Marcillé-la-Ville,53,1,3,802,28.6486486486,15396,3.16622691293,41.1609498681,R
53201,53940,Saint-Berthevin,53,1,27,4388,33.7205550177,18994,9.35618341825,27.2348309403,B
54027,54700,Atton,54,1,4,782,41.0071942446,20418,5.10948905109,28.2238442822,R
54197,54710,Fléville-devant-Nancy,54,1,5,2372,45.595567867,23738,4.65532676813,13.8764547896,B
54263,54310,Homécourt,54,1,6,2138,19.0359975595,14565,13.3333333333,35.8620689655,C
54270,54590,Hussigny-Godbrange,54,1,16,3366,31.5031152648,18806,11.1665626949,31.4410480349,I
54304,54520,Laxou,54,2,29,209,69.8275862069,26530,2.04081632653,1.02040816327,B
54329,54300,Lunéville,54,1,59,1910,24.1427571728,13548,22.2838137472,35.3658536585,C
54339,54220,Malzéville,54,1,14,1877,51.5555555556,21025,12.0137299771,16.704805492,B
54352,54230,Maron,54,1,3,831,48.7012987013,21960,6.55737704918,13.1147540984,R
54395,54000,Nancy,54,6,177,1915,74.2023701003,20476,12.8514056225,7.8313253012,C
